"","V1","V2","V3"
"1",-0.056221614342863,-0.0447969502394857,0.0798678698278293
"2",-0.0392585135891251,-0.0221966802106849,0.00459872382156437
"3",-0.0351497931171995,0.00870186850278754,0.0116241619984407
"4",-0.0486414384808596,-0.0243650881022281,0.0197779435614839
"5",-0.0420116342470607,0.00420617440945632,0.0271953313090587
"6",-0.0326485027716135,0.0213621853241881,0.033382339542453
"7",-0.0302005189229575,0.0243970853959062,0.0221910883647047
"8",-0.0124941179626164,0.0444983694824987,-0.0325412793008247
"9",-0.0484255336739645,-0.0274296816980595,0.0228883523777897
"10",-0.0316706391739438,0.01020874241202,-0.000958278108804832
"11",-0.0443050745620578,-0.029937923875154,-0.0435362179453789
"12",-0.0291946458538063,0.0422517443180498,-0.0383766760630873
"13",-0.0293862762656111,0.0410307093399864,0.0621188589410419
"14",-0.0397713914869036,-0.0342445300736367,-0.0448262343697582
"15",-0.0423614564983832,0.00536142930787444,0.0428705522556869
"16",-0.0463131227057883,-0.0356514842781286,-0.0583588317449157
"17",-0.0256368184415138,0.0315741753094377,-0.0547339745030237
"18",-0.034335891684278,0.0286459588049012,0.00800421309012468
"19",-0.0109576425833881,-0.0144597642203043,-0.0650333669309039
"20",-0.0420836907359644,-0.0180848748001749,-0.0108658528965962
"21",-0.0204320372350086,0.0417555524680028,-0.00884851617271389
"22",-0.0358837816242304,0.0258121502044211,0.0687504539356709
"23",-0.0071673041819669,0.0832978605261617,0.0599737702771545
"24",-0.0415621631060303,0.00851272081345797,0.0472209319421079
"25",-0.0495714293420268,-0.0581533193981643,-0.0224303983865354
"26",-0.0499258720219725,-0.039657069560896,0.010599795837142
"27",-0.0671181674862923,-0.103216557482371,0.0550339389792673
"28",-0.0358481217551509,0.0162835326876597,0.0145107945088002
"29",-0.0410173238202462,-0.0249155019317905,0.0908393177374977
"30",-0.043236619484424,-0.0175751260624077,-0.00424642728727656
"31",-0.036767960034629,0.000979066675437419,-0.0316694823630849
"32",-0.0208564639088748,0.0696568407836391,0.0665381440114695
"33",-0.018634692806673,0.0233885763463722,-0.0417454809821979
"34",-0.02953009922112,0.0073070803933698,-0.0559039882442205
"35",-0.019095278738669,0.00549086020963887,-2.2919236219193e-05
"36",-0.0545177319554083,-0.0469751259416126,0.0252099680954694
"37",-0.043872465158942,-0.0115489131452761,0.0250044977050954
"38",-0.0412646442391747,-0.0193019764277168,-0.0603460075876185
"39",-0.032258123237193,0.00566260707192446,-0.0482405030855421
"40",-0.0210796745177116,0.00743431731309183,-0.0839148416298175
"41",-0.00812881308459845,0.0574024710767592,-0.0412498521267707
"42",-0.0375586261731652,0.0165151523199829,0.00911487876616672
"43",-0.0415920029346044,-0.0241338212274608,0.0220026983913707
"44",-0.0333057677089246,0.0113346563916619,-0.000378652644386056
"45",-0.0258080600156692,0.0414975029521929,0.064013007147082
"46",-0.0123198794046291,0.00108066117787615,-0.0504395378150431
"47",-0.0187703033577799,0.0495021581616762,-0.03457850197837
"48",-0.0282245258071741,0.00790195352761076,-0.0296427124603732
"49",-0.00492437614872942,0.106826871184769,0.0379370771830758
"50",-0.0265461903013938,0.0471381387682866,0.000706703562842773
"51",-0.0255107556933095,0.0265054391461693,-0.0225008964923197
"52",-0.0362361569962922,0.0146610953533491,-0.0134474348421103
"53",-0.0415546793894902,-0.0290567109293242,-0.0556200427831167
"54",-0.0554920914609075,-0.049161315151848,0.0436564148421856
"55",-0.068739970235486,-0.0911309944713058,0.0628690014549194
"56",-0.042661668184195,-0.0230473839484377,-0.0375802196142886
"57",-0.0431983961519699,-0.0127626991816476,0.0407026412549934
"58",0.00521098746051616,0.0108810119883965,-0.058506624406351
"59",-0.0298723282255041,0.0285190531517137,-0.00310265666380259
"60",-0.0392431429683995,-0.0140340066919785,-0.0349250287403281
"61",-0.0451189904770827,-0.0386176111143989,-0.0420433641362617
"62",-0.0154004567944764,0.0647279792470991,-0.0494150749941511
"63",-0.0117526429965372,0.030379695979621,-0.0769491926810752
"64",-0.0191407286503608,0.0704582350268567,-0.0510409415728502
"65",-0.0464451189631414,-0.0406416785523809,-0.0298959099503423
"66",-0.0483457227523824,-0.0351553522770972,-0.0395782484396085
"67",-0.0430554578272487,-0.0450700736979988,-0.0390243241742796
"68",-0.0118454515163994,0.0694926977568721,0.0247029751475748
"69",-0.0405372390813666,-0.000358194261539523,0.0148045177492944
"70",-0.0500802792032395,-0.0240458750713459,0.0504207274444873
"71",-0.0491751100975926,-0.0251189304995752,0.0243078899753689
"72",-0.0364927748167985,0.0173817137459643,0.0145406830723213
"73",-0.0395876053473437,0.00692471974240663,0.025111589462931
"74",-0.0239737323678341,0.0432131160444688,0.0184034208972332
"75",-0.0556057088933247,-0.0379517902046262,0.0649619390068941
"76",-0.0376322782580037,-0.006651191157789,-0.026292483417633
"77",-0.0411654577066023,0.00126038707065824,0.0285317074564654
"78",-0.0438597675837,-0.0149833449578573,-0.0125405361436039
"79",-0.0255631652112585,0.0581703673599411,0.00137196209336054
"80",-0.0442752432912943,-0.0136056617618874,0.0100514237317142
"81",-0.0477180594457822,-0.0532111395984387,-0.0517799992326459
"82",-0.0323976953761038,0.0138116159081858,0.0145071565005269
"83",-0.0326874214655201,-0.00106642493224872,-0.0619987799501156
"84",-0.0376907892785047,0.0133671672046065,0.0197417162320083
"85",-0.0369524154880782,0.00401902652372444,0.00287549513241507
"86",-0.0295927164942827,0.00786712329826435,-0.0661598210132315
"87",-0.0334695025314606,0.013890246101093,-0.00427563268244176
"88",-0.0340837782751001,0.0175594370437066,-0.0189687278060301
"89",-0.0603599603575718,-0.0571235940848451,0.0518386854476924
"90",-0.027254366080254,0.0201609965917008,0.00748184016603234
"91",-0.0233653313274452,0.0497245781125388,-0.0560907924448653
"92",-0.0407218311299637,-0.0149340715870405,-0.00530611608407597
"93",-0.0360648395581555,-0.0201930598305289,-0.0575476977374994
"94",-0.022218856716009,0.0373807077995767,-0.0501827648863315
"95",-0.0412163848486542,-0.0414835404497178,-0.050042752789841
"96",-0.0411796211162672,-0.00621651872863515,-0.0219238302761597
"97",-0.0398780187012448,0.00982994151398453,0.00921908954915931
"98",-0.0362273501204228,0.00874184164744441,0.0363442809455037
"99",-0.0542183746406787,-0.0565562235993975,0.0123949074183228
"100",-0.030493871730701,0.0203170848850558,0.0107727784567105
"101",-0.0411190938070486,-0.026725138270953,-0.0447542076877138
"102",-0.00405403759217231,0.0152211931741482,-0.0763435203626013
"103",-0.0162273093562879,0.0501441599757679,-0.0560654481346003
"104",-0.0494976196989784,-0.0380849766468867,-0.0225043529671415
"105",-0.0107430955345257,0.0777109437973193,0.0468281469651228
"106",-0.055654896925549,-0.0502365794627497,0.0499143313893482
"107",-0.0470996476972988,-0.0117600069380043,0.0340854059196663
"108",-0.0342458396816167,0.0276213412841893,0.0257174134662642
"109",-0.0350696424872427,0.0249145225709153,-0.00994804454836011
"110",-0.0411362460532784,-0.0136444584004003,-0.0387150177476744
"111",-0.0255549247983821,0.0484925015432329,0.00300312533252753
"112",-0.0342098999959276,0.0348760330788633,0.0134784899258713
"113",-0.0608808187069221,-0.064901943991561,0.0711541715234486
"114",-0.0251320166090697,0.0267107740780671,-0.0646607172302452
"115",-0.0454080826690168,-0.015877221539718,0.0112634820200843
"116",-0.0376280589807083,0.00475297007876606,0.0357949359825272
"117",-0.0404794682490092,-0.00534203273585558,-0.00149281831544838
"118",-0.0416695537708535,-0.02253507154986,-0.0303187139698916
"119",-0.03798242045183,-0.0140733216747133,-0.0344241608476234
"120",-0.0165227069005377,0.0655294481561043,-0.0170981906457266
"121",-0.0217861893050279,0.0496988598845498,-0.0303583194834194
"122",-0.0384676065677701,-0.0245331418240868,-0.0232825104779422
"123",-0.0473777809653919,-0.0320411833754878,0.00271941942603609
"124",-0.0290680063825754,0.0165965485494165,-0.0422016296448349
"125",-0.0347899840698703,0.000663841294529238,-0.0226654744130759
"126",-0.0370865367256338,0.00405175605657293,-0.0165166875718055
"127",-0.0333434240543273,0.00924144810023427,0.00686807338864781
"128",-0.0560255620776333,-0.0797825240220652,-0.013626599478491
"129",-0.0340068366438754,-0.0120833711933358,-0.0127247468486575
"130",-0.0291240001575596,0.022637931666252,0.0226961896348315
"131",-0.0422321406820424,0.00392844190650315,0.0241098641222293
"132",-0.0294832205783122,0.0304219958816914,0.00928375364469997
"133",-0.0251331923476838,0.0403125096995834,-0.0139405737670626
"134",-0.0249228780297314,0.0476247708935509,0.00700965144065449
"135",-0.0339449051755662,0.0279508509455589,0.0277610160308677
"136",-0.0269604822413981,0.0274555711432115,-0.0320539844784664
"137",-0.0224403239385,0.0493071905379343,-0.0200495504975234
"138",-0.0419438945353671,-0.0115299172243534,-0.0258117128852515
"139",-0.0425654295687059,-0.0107729054518312,0.00864826326248785
"140",-0.0436306326882823,-0.0062240931236566,0.0250778237041639
"141",-0.0302450209656016,0.0253567502230301,-0.0319647455529256
"142",-0.0430154961142601,-0.0187870922030282,0.00248330122584362
"143",-0.0236258806719533,0.0517925407809647,0.0420920997695147
"144",-0.0217237383377456,0.0377576327155429,-0.024942976393048
"145",-0.0373315394178462,-0.018769859239616,-0.0353353800693117
"146",-0.0296074981394938,0.037208328418025,0.0195131481371058
"147",-0.039579272977639,-0.0141223600154022,-0.0308020318325047
"148",-0.0314087081259892,0.0311122919264639,0.0393532585212056
"149",-0.0337191407324351,0.0248499031693489,0.0163970840162286
"150",-0.0422967644743785,-0.0221281706054232,-0.0334471340493791
"151",0.0103099223365045,0.0354632931431083,-0.0703368027487121
"152",-0.029913981284747,0.0287352574470022,0.00183106683308597
"153",-0.0310432309535586,0.0182882427832605,-0.0168444881415541
"154",-0.0566426245437772,-0.0509300250547878,0.0196268873281657
"155",-0.0386450468686784,0.00595396060740581,-0.00799097304647363
"156",-0.0284053690003876,0.0247863983003432,-0.0302726762393822
"157",-0.00993171667707893,0.0792034409463165,0.0233663025786259
"158",-0.0368973153130074,0.0133133818857105,0.0193104493622164
"159",-0.023931570607604,0.0304381879495954,-0.0117980558359675
"160",-0.0303976032385308,0.0372801362211411,0.0437789366670021
"161",-0.0160200430510531,0.0430059743612333,-0.0650171032174923
"162",-0.0124695781537942,0.0573741929632194,-0.0608700374180662
"163",-0.0523415075630141,-0.0362402640651796,0.0418115553597384
"164",-0.0286701763626754,0.0333225086434692,0.0200594404387759
"165",-0.0465738390784171,-0.0304617470584226,0.0188969935799933
"166",-0.0323882083487413,0.0313138251243108,0.0436020726281933
"167",-0.0254159134788314,0.019650169050432,-0.0472047959709229
"168",-0.0284238168219162,0.037025361643068,0.0461225069267689
"169",-0.0314610341374738,0.0305333008116948,0.0170111619627929
"170",-0.060099223049895,-0.0509326852005646,0.0498083279850546
"171",-0.0327942231534947,-0.00195432393961856,-0.0264235960801623
"172",-0.0328540290709384,0.031391075188799,-0.0236353065712
"173",-0.0531141201275988,-0.0335496087510662,0.0622928548165506
"174",-0.0448115878731349,-0.00607537217566211,0.064528562085402
"175",-0.0157849211078814,0.0577261396909426,0.0130183158029297
"176",-0.0553045082987913,-0.0342107166667916,0.10141876764606
"177",-0.0338341384995976,0.0145058231400613,-0.0042012732871305
"178",-0.0392926598317474,-0.0145824006651135,-0.0257074260333095
"179",-0.0258827118991955,0.0514126734740523,0.012762417949742
"180",-0.026298674744619,0.0372164995798975,-0.00587568449140661
"181",-0.0442115119451877,-0.00798487030613947,-0.00799736823461469
"182",-0.0429464603273071,0.0020163395149322,0.00632322685072454
"183",-0.0223876746295194,0.0118427197161877,-0.046205791265124
"184",-0.0362286541630784,-0.00014355756789109,-0.0111305825527545
"185",-0.0294698636105244,0.0350091610840017,0.0101130475208203
"186",-0.0268123328373296,0.0170055989378298,-0.0523285921599796
"187",-0.0403679491726482,-0.0200704656877394,-0.0533450439431308
"188",-0.0301626504872324,0.0378678900294912,-0.000966975103358722
"189",-0.040741566311379,0.00146309829035672,-0.0296991223762957
"190",-0.0444781410865725,-0.0211053190321506,-0.00192432485172749
"191",-0.0196621612978341,0.0682723621484382,0.00016594322128575
"192",-0.0242534380615014,0.0452716303791615,0.0025123774366014
"193",-0.0371645048483,-0.00133788745009386,0.00921363536191889
"194",-0.0340415113674958,0.0202437307878755,-0.0378894059661197
"195",-0.0322186396579123,0.0365831531214002,0.0250831560239369
"196",-0.0378817710637267,-0.00106556552555261,-0.0139096536113361
"197",-0.0246513427557352,0.0405112058787984,-0.0611119276012724
"198",0.000250001110355986,0.0410691182077414,-0.0711882908402337
"199",-0.0511344406364229,-0.0757491214142356,-0.0585772447761322
"200",-0.0253619408449983,0.0399291505438805,0.0337665669178348
"201",-0.0444876095090372,-0.0105482381416245,0.0114394858585973
"202",-0.0457055109435328,-0.0162873734303692,0.0332028769991044
"203",-0.0261175849160528,0.025859420047142,-0.00846412426598064
"204",-0.0162354628132717,0.0519820454965174,-0.0537062934170759
"205",-0.0388909552188338,-0.0193717702608852,-0.0177788089548907
"206",-0.0479976846356313,-0.0376580340027598,0.0143344519290119
"207",-0.0351462771717442,0.0283487311787073,0.0203675968406162
"208",-0.0381198184401878,-0.00614624130806452,-0.00925790181580791
"209",-0.0041920145781051,0.0439734437914474,-0.0531715215867428
"210",-0.0278801526367262,0.0340100604822942,0.0197910907113972
"211",-0.0389502110818065,0.0143430701506577,0.0145953156403724
"212",-0.0185234062803527,0.060182605289767,0.0205035299073321
"213",-0.0377249029865004,0.00638301351312314,-0.0193691029391173
"214",-0.0281544805026704,-0.0125075699757681,-0.0612232041630686
"215",-0.0343190851558258,0.0310506022278248,0.0229010239055155
"216",-0.0511940420106092,-0.0570272375488557,0.0104680747307537
"217",-0.0400530941507991,-0.00520649434448537,0.014692465379979
"218",-0.024693056394154,0.0369967780954194,-0.0165153000251991
"219",-0.0300181411974905,0.0178022658186423,-0.0367010049480435
"220",-0.0254418375086763,0.0480336211688188,-0.0042632296127258
"221",-0.00622247978157233,0.0810771767395834,0.0500879058844731
